common.text was created: 04-07-2026 7:33:46
Filesize is: 246368 bytes

Test
Group 0
Code225_Message - 最新バージョンへ<br>正常にアップデートすることができませんでした。<br>しばらく時間をおいてから、再度接続してください。<br>その後も同様に発生する場合は<br>公式サイトのサポート窓口へお問い合わせください。
Code226_Title - 最新バージョン取得
Code226_Code - 最新システムファイルのダウンロードに失敗しました。
Code226_Message - 最新バージョンへ<br>正常にアップデートすることができませんでした。<br>しばらく時間をおいてから、再度接続してください。<br>その後も同様に発生する場合は<br>公式サイトのサポート窓口へお問い合わせください。
Code227_Title - 最新バージョン取得
Code227_Code - ファイルのダウンロードに失敗しました。
Code227_Message - 最新バージョンへ<br>正常にアップデートすることができませんでした。<br>しばらく時間をおいてから、再度接続してください。<br>その後も同様に発生する場合は<br>公式サイトのサポート窓口へお問い合わせください。
Code228_Title - 最新バージョン取得
Code228_Code - ファイルのダウンロードに失敗しました。
Code228_Message - 最新バージョンへ<br>正常にアップデートすることができませんでした。<br>しばらく時間をおいてから、再度接続してください。<br>その後も同様に発生する場合は<br>公式サイトのサポート窓口へお問い合わせください。
Code230_Title - ネットワーク接続
Code230_Code - ネットワーク接続にエラーが発生しました。
Code230_Message - DNSサーバーからの応答がありません。<br>ネットワーク設定をご確認の上、<br>再度接続を試みて下さい。
Code231_Title - ネットワーク接続
Code231_Code - ネットワーク接続にエラーが発生しました。
Code231_Message - DNSサーバーからの応答がありません。<br>ネットワーク設定をご確認の上、<br>再度接続を試みて下さい。
Code240_Title - ネットワーク接続
Code240_Code - ネットワーク接続にエラーが発生しました。
Code240_Message - サーバーへ接続することができませんでした。<br>公式サイトのお知らせ等で<br>サーバーの稼働状況についてご確認ください。
Code241_Title - ネットワーク接続
Code241_Code - ネットワーク接続にエラーが発生しました。
Code241_Message - サーバーへ接続することができませんでした。<br>しばらく時間をおいてから、再度接続してください。<br>その後も同様に発生する場合は<br>公式サイトのサポート窓口へお問い合わせください。
Code242_Title - ネットワーク接続
Code242_Code - ネットワーク接続にエラーが発生しました。
Code242_Message - サーバーへ接続することができませんでした。<br>しばらく時間をおいてから、再度接続してください。
Code249_Title - ネットワーク接続
Code249_Code - ネットワーク接続にエラーが発生しました。
Code249_Message - サーバへ接続することができませんでした。<br>しばらく時間をおいてから、再度接続してください。<br>その後も同様に発生する場合は<br>公式サイトのサポート窓口へお問い合わせください。
Code250_Title - ネットワーク接続
Code250_Code - ネットワーク接続にエラーが発生しました。
Code250_Message - サーバへ接続することができませんでした。<br>しばらく時間をおいてから、再度接続してください。<br>その後も同様に発生する場合は<br>公式サイトのサポート窓口へお問い合わせください。<br>[ No.250 - $(0) ]
Code601_Title - ID認証失敗
Code601_Code - SEGA IDの認証に失敗しました。
Code601_Message - サーバーがメンテナンス中の可能性があります。<br>ファンタシースターオンライン2公式サイトにて<br>メンテナンス情報をご確認下さい。
Code602_Title - ID認証失敗
Code602_Code - PlayIDの認証に失敗しました。
Code602_Message - PlayIDをご確認の上、<br>再度入力して接続しなおして下さい。
Code603_Title - ID認証失敗
Code603_Code - SEGA IDの認証に失敗しました。
Code603_Message - SEGA IDまたはパスワードをご確認の上、<br>再度入力して接続しなおして下さい。
Code604_Title - ID認証失敗
Code604_Code - SEGA IDの認証に失敗しました。
Code604_Message - 一定時間内に規定回数以上の<br>ログイン認証に失敗したため、<br>一時お客様のご利用を停止させていただいております
Code605_Title - ID認証失敗
Code605_Code - IDの認証に失敗しました。
Code605_Message - 提携IDを管理するサーバーが<br>メンテナンス等で停止している可能性があります。<br>詳細は提携IDのサービス会社にご確認ください。
Code606_Title - ID認証失敗
Code606_Code - IDの認証に失敗しました。
Code606_Message - 提携IDの認証が正常に行なわれませんでした。<br>詳細は提携IDのサービス会社にご確認ください。
Code611_Title - サーバー接続
Code611_Code - サーバーに接続できませんでした。
Code611_Message - サーバーがメンテナンス中の可能性があります。<br>ファンタシースターオンライン2の公式サイトにて<br>メンテナンス情報をご確認下さい。
Code612_Title - サーバー接続
Code612_Code - サーバーに接続できませんでした。
Code612_Message - ただいま大変混雑しております。<br>しばらく時間をおいてから接続してください。
Code615_Title - サーバー接続
Code615_Code - ブロックに接続できませんでした。
Code615_Message - 選択したブロックが混雑しているため移動に失敗しました。
Code616_Title - サーバー接続
Code616_Code - ブロックに接続できませんでした。
Code616_Message - 選択したブロックが混雑しているため移動に失敗しました。
Code620_Title - ログイン失敗
Code620_Code - ログインに失敗しました。
Code620_Message - 終了処理が正常に行われなかったため、<br>データがロックされています。<br>10分程度時間を空けてから接続してください。
Code622_Title - マイルーム選択
Code622_Code - マイルームを選択できませんでした。
Code622_Message - 選択したマイルームは混雑しているため、<br>移動することができませんでした。
Code623_Title - マイルーム選択
Code623_Code - マイルームを選択できませんでした。
Code623_Message - マイルームサーバが見つかりませんでした。
Code624_Title - マイルーム選択
Code624_Code - マイルームを選択できませんでした。
Code624_Message - 入室制限の設定により、<br>マイルームに入ることができませんでした。
Code625_Title - マイルーム選択
Code625_Code - マイルームを選択できませんでした。
Code625_Message - 入室制限の設定により、<br>マイルームに入ることができませんでした。
Code626_Title - マイルーム選択
Code626_Code - マイルームを選択できませんでした。
Code626_Message - サーバーのシステム上の問題が発生したため、<br>マイルームを選択できませんでした。
Code627_Title - マイルーム選択
Code627_Code - マイルームを選択できませんでした。
Code627_Message - マイルームの使用権利がないか、期限が切れているため、<br>移動することができませんでした。
Code628_Title - マイルーム選択
Code628_Code - マイルームを選択できませんでした。
Code628_Message - 対象マイルーム所有者の<br>マイルーム使用権利がないか、<br>期限が切れているため、<br>移動することができませんでした。
Code630_Title - サーバー通信
Code630_Code - PSO2サーバーからの応答がありません。
Code630_Message - PSO2サーバーからの応答が無くなったためタイトルに戻ります。
Code633_Title - マイルーム移動
Code633_Code - マイルームに移動できませんでした。
Code633_Message - 選択したマイルームは混雑しているため、<br>移動できません。
Code634_Title - マイルーム移動
Code634_Code - マイルームに移動できませんでした。
Code634_Message - マイルームサーバーが見つかりませんでした。
Code635_Title - マイルーム移動
Code635_Code - マイルームに移動できませんでした。
Code635_Message - マイルーム側で制限されている為、<br>移動できませんでした。
Code636_Title - マイルーム移動
Code636_Code - マイルームに移動できませんでした。
Code636_Message - マイルーム側で制限されている為、<br>移動できませんでした。
Code637_Title - マイルーム移動
Code637_Code - マイルームに移動できませんでした。
Code637_Message - サーバーのシステム上の問題が発生したため、<br>移動できませんでした。
Code638_Title - マイルーム移動
Code638_Code - マイルームを移動できませんでした。
Code638_Message - 課金が切れている為、移動することができませんでした。
Code639_Title - マイルーム移動
Code639_Code - マイルームを移動できませんでした。
Code639_Message - 課金が切れている為、移動することができませんでした。
Code640_Title - バージョンチェック
Code640_Code - ゲームクライアントのバージョンが違います。
Code640_Message - ゲームクライアントが正常に<br>バージョンアップされていない可能性があります。<br><yellow>ストアを確認し、最新版をインストールしてください。<c>
Code641_Title - クライアントチェック
Code641_Code - ゲームクライアントに異常を発見しました。
Code641_Message - ゲームクライアントが正常に<br>バージョンアップされていない可能性があります。<br>ファイルチェックを行なうか、一度、アンインストールしてから、<br>再度インストールし直してください。
Code642_Title - ブロック移動
Code642_Code - 選択したブロックに移動できませんでした。
Code642_Message - 選択したブロックが見つからなかった為、<br>移動できませんでした。
Code643_Title - ブロック移動
Code643_Code - 選択したブロックに移動できませんでした。
Code643_Message - 選択したブロック側の制限により、<br>移動できませんでした。
Code644_Title - ブロック移動
Code644_Code - 選択したブロックに移動できませんでした。
Code644_Message - サーバーのシステム上の問題で、<br>ブロックに移動することができませんでした。
Code645_Title - サーバー移動
Code645_Code - 選択したサーバーに移動できませんでした
Code645_Message - 選択したサーバーが混雑しているため<br>移動に失敗しました
Code646_Title - サーバー移動
Code646_Code - 選択したサーバーに移動できませんでした
Code646_Message - 選択したサーバーが見つからなかったため、<br>移動に失敗しました
Code647_Title - サーバー移動
Code647_Code - 選択したサーバーに移動できませんでした
Code647_Message - 選択したサーバー側に制限されている為、<br>移動できませんでした。
Code648_Title - サーバー移動
Code648_Code - 選択したサーバーに移動できませんでした
Code648_Message - システムの問題により選択したサーバーへ<br>移動できませんでした。
Code649_Title - チームルーム選択
Code649_Code - チームルームに移動できませんでした。
Code649_Message - チームルームが混雑しているため、<br>移動することができません。<br>しばらく時間をおいてから、再びお試しください。
Code650_Title - チームルーム選択
Code650_Code - チームルームに移動できませんでした。
Code650_Message - チームルームサーバーが見つからないため、<br>移動することができません。<br><br>しばらく時間をおいてから、再びお試しください。
Code651_Title - チームルーム選択
Code651_Code - チームルームに移動できませんでした。
Code651_Message - チームに所属していないため、<br>チームルームに移動することができません。<br><br>ご自分の所属チームについてご確認ください。
Code652_Title - チームルーム選択
Code652_Code - チームルームに移動できませんでした。
Code652_Message - 所属チームがまだチームルームを入手していないため、<br>移動することができません。<br>
Code653_Title - チームルーム選択
Code653_Code - チームルームに移動できませんでした。
Code653_Message - 通信エラーが発生したため、チームルームに<br>移動することができません。<br><br>しばらく時間をおいてから、再びお試しください。
Code654_Title - チームルーム選択
Code654_Code - チームルームに移動できませんでした。
Code654_Message - チームの管理権限を持っていないため、<br>チームルームに移動することができません。
Code655_Title - チームルーム選択
Code655_Code - チームルームに移動できませんでした。
Code655_Message - チームルームが混雑しているため、<br>移動することができません。<br>しばらく時間をおいてから、再びお試しください。
Code656_Title - チームルーム選択
Code656_Code - チームルームに移動できませんでした。
Code656_Message - チームルームサーバーが見つからないため、<br>移動することができません。<br><br>しばらく時間をおいてから、再びお試しください。
Code657_Title - チームルーム選択
Code657_Code - チームルームに移動できませんでした。
Code657_Message - チームに所属していないため、<br>チームルームに移動することができません。<br><br>ご自分の所属チームについてご確認ください。
Code658_Title - チームルーム選択
Code658_Code - チームルームに移動できませんでした。
Code658_Message - 所属チームがまだチームルームを入手していないため、<br>移動することができません。<br>
Code659_Title - チームルーム選択
Code659_Code - チームルームに移動できませんでした。
Code659_Message - 通信エラーが発生したため、チームルームに<br>移動することができません。<br><br>しばらく時間をおいてから、再びお試しください。
Code660_Title - チームルーム選択
Code660_Code - チームルームに移動できませんでした。
Code660_Message - チームの管理権限を持っていないため、<br>チームルームに移動することができません。
Code700_Title - ブロック移動
Code700_Code - 選択したブロックに移動できませんでした。
Code700_Message - プレミアムセット有効期間中にのみ<br>移動が可能なブロックです。<br>利用券をお持ちでないか、<br>利用期限が切れているため、<br>移動することができません。
Code701_Title - ブロック移動
Code701_Code - 選択したブロックに移動できませんでした。
Code701_Message - ご使用のプラットフォームでは<br>移動することができないブロックです。
Code710_Title - プレミアムセット用コンテンツ
Code710_Code - このコンテンツは、<br>プレミアムセットの間のみ使用可能です。
Code710_Message - プレミアムセットをご利用になるには、<br>メインメニューの「ACショップ」で<br>「プレミアムセット」をご購入ください。
Code711_Title - プレミアムセット用コンテンツ
Code711_Code - プレミアムセットの期限が切れています。
Code711_Message - このコンテンツを利用するための<br>プレミアムセットの期限が切れています。<br>メインメニューの「ACショップ」で<br>「プレミアムセット」をご購入ください。
Code712_Title - AC不足
Code712_Code - このコンテンツを利用するためのACが不足しています。
Code712_Message - ACをチャージするには、<br>メインメニューの「ACショップ」で<br>「ACチャージ」を選択してください。
Code810_Title - 注意
Code810_Code - お客様に対し苦情が入っております。
Code810_Message - マナーを守っていただけない場合は、<br>今後のご利用を制限させていただく場合が<br>ありますのでご注意願います。<br>お問い合わせ先は<br>ファンタシースターオンライン2公式サイトをご参照ください。
Code811_Title - 警告
Code811_Code - お客様に対し苦情が入っております。
Code811_Message - 今後もマナーを守っていただけない場合、<br>サーバーへの接続をお断りさせていただきますので、<br>あらかじめご了承願います。<br>お問い合わせ先は<br>ファンタシースターオンライン2公式サイトをご参照ください。
Code812_Title - 利用停止
Code812_Code - ただいまお客様のご利用を停止させていただいております。
Code812_Message - お問い合わせ先は<br>ファンタシースターオンライン2公式サイトをご参照ください。
Code813_Title - 利用停止
Code813_Code - ただいまお客様のご利用を<br>一時的に停止させていただいております。
Code813_Message - 利用停止時間はあと %d 時間になります。<br>上記期間内は、<br>ファンタシースターオンライン2をプレイすることができません。<br>お問い合わせ先は<br>ファンタシースターオンライン2公式サイトをご参照ください。
Code814_Title - 利用停止
Code814_Code - ただいまお客様のご利用を停止させていただいております。
Code814_Message - お問い合わせ先は<br>ファンタシースターオンライン2公式サイトをご参照ください。
Code815_Title - 機能制限
Code815_Code - ただいまお客様の一部の機能の<br>ご利用を停止させていただいております。
Code815_Message - お問い合わせ先は<br>ファンタシースターオンライン2公式サイトをご参照ください。
Code911_Title - 動作環境確認
Code911_Code - 想定しないエラーが発生しました。
Code911_Message - ファンタシースターオンライン2の動作環境と、<br>お客様のプレイ環境を再度ご確認いただき、<br>不明な点がありましたら、<br>ご使用のPCのメーカーや販売元にお問い合わせください。
SignOut_PS4 - “PlayStation™Network”からサインアウトしました。<br>タイトルへ戻ります。
TokuteiURL - <&URL pso2_players_support_rule_tokutei>
TokuteiURL_v - <&URL pso2_players_support_rule_tokutei_vita>
TokuteiURL_c - <&URL pso2_players_support_rule_tokutei_cloud>
Code661_Title - チームルーム選択
Code661_Code - チームルームに移動できませんでした。
Code661_Message - 入室制限の設定により、<br>チームルームに移動することができませんでした。
Code662_Title - サーバー移動
Code662_Code - 選択したサーバーに移動できませんでした
Code662_Message - クエストが開始されているため、<br>サーバーに移動できませんでした。
Code704_Title - ブロック移動
Code704_Code - 以下の3つの称号を取得していないため移動できません。
Code704_Message - <yellow>①独極の孤軍奮闘<c><br>　→「独極訓練：天極と地極」を5ステージまで踏破で入手<br><yellow>②類い稀なる新世の創造主/サモナーペット育成の開拓者<c><br>　→★13以上の新世武器（ペット）を最大まで強化/育成<br><yellow>③盤石なる防具の創造主<c><br>　→★12ユニットを３部位とも+10まで強化し装備で入手
Code705_Title - ブロック移動
Code705_Code - 選択したブロックに移動できませんでした。
Code705_Message - 選択したブロックに移動できないパーティーメンバーが<br>いるため、移動できませんでした。
Code730_Title - サーバー移動
Code730_Code - 選択したサーバーに移動できませんでした
Code730_Message - 選択したサーバーが混雑しているため<br>移動に失敗しました
Code731_Title - サーバー移動
Code731_Code - 選択したサーバーに移動できませんでした
Code731_Message - 選択したサーバーが見つからなかったため、<br>移動に失敗しました
Code732_Title - サーバー移動
Code732_Code - 選択したサーバーに移動できませんでした
Code732_Message - 選択したサーバー側に制限されている為、<br>移動できませんでした。
Code733_Title - サーバー移動
Code733_Code - 選択したサーバーに移動できませんでした
Code733_Message - システムの問題により選択したサーバーへ<br>移動できませんでした。

Group 1
ConnectErrorLabel - Communication Error
ConnectErrorText - Communication with the server was interrupted. Returning to title screen.
InvalidPasswordText - Your PlayID or password is incorrect.
FailVersionText - Version mismatch with server. Returning to title screen.
DnsError - DNS error.
SignOut_Vita - Signed out from PlayStation® Network.<br>Returning to title screen.
Resume_Vita - The server has timed out.<br>Returning to title screen.
ErrorWindowText - *Please visit the Player's Site for troubleshooting tips<br>and more information on errors.
ErrorCodeText - No
OkButtonText - Confirm
WebButtonText - Visit Official Site
ShopButtonText - Visit Purchase Page
WebURL - <&URL pso2_players_manual_preparations_arkslobby_block>
ShopURL - <&URL AC_CHARGE_PAGE>
Code220_Title - Updating Software
Code220_Code - Failed to connect to server.
Code220_Message - Could not locate server.<br>Please attempt to reconnect at a later time.
Code221_Title - Updating Software
Code221_Code - Failed to download software updates.
Code221_Message - Unable to update to<br>latest software version.<br>Please attempt a File Check.<br>If this error continues to occur,<br>please contact Support<br>via the official website.
Code222_Title - Updating Software
Code222_Code - Failed to download software updates.
Code222_Message - Unable to update to<br>latest software version.<br>Please attempt a File Check.<br>If this error continues to occur,<br>please contact Support<br>via the official website.
Code223_Title - Confirming Updates
Code223_Code - Unable to confirm software version.
Code223_Message - Could not locate server.<br>Please attempt to reconnect at a later time.
Code224_Title - Confirming Updates
Code224_Code - Unable to confirm software version.
Code224_Message - Could not locate server.<br>Please attempt to reconnect at a later time.
Code225_Title - Updating Software
Code225_Code - Unable to download system file updates.
Code225_Message - Unable to update to<br>latest software version.<br>Please attempt to reconnect at a later time.<br>If this error continues to occur,<br>please contact Support<br>via the official website.
Code226_Title - Updating Software
Code226_Code - Unable to download system file updates.
Code226_Message - Unable to update to<br>latest software version.<br>Please attempt to reconnect at a later time.<br>If this error continues to occur,<br>please contact Support<br>via the official website.
Code227_Title - Updating Software
Code227_Code - Unable to download files.
Code227_Message - Unable to update to<br>latest software version.<br>Please attempt to reconnect at a later time.<br>If this error continues to occur,<br>please contact Support<br>via the official website.
Code228_Title - Updating software
Code228_Code - Unable to download files.
Code228_Message - Unable to update to<br>latest software version.<br>Please attempt to reconnect at a later time.<br>If this error continues to occur,<br>please contact Support<br>via the official website.
Code230_Title - Connecting to network
Code230_Code - A network connection error has occurred.
Code230_Message - No response from the DNS server.<br>Please check your network settings<br>and try again.
Code231_Title - Connecting to network
Code231_Code - A network connection error has occurred.
Code231_Message - No response from the DNS server.<br>Please check your network settings<br>and try again.
Code240_Title - Connecting to network
Code240_Code - A network connection error has occurred.
Code240_Message - Unable to connect to server.<br>Please confirm that the server is operational<br>via the notifications on the official website.
Code241_Title - Connecting to network
Code241_Code - A network connection error has occurred.
Code241_Message - Unable to connect to server.<br>Please attempt to reconnect at a later time.<br>If this error continues to occur,<br>please contact Support via the official website.
Code242_Title - Connecting to network
Code242_Code - A network connection error has occurred.
Code242_Message - Unable to connect to server.<br>Please attempt to reconnect at a later time.
Code249_Title - Connecting to network
Code249_Code - A network connection error has occurred.
Code249_Message - Unable to connect to server.<br>Please attempt to reconnect at a later time.<br>If this error continues to occur,<br>please contact Support via the official website.
Code250_Title - Connecting to network
Code250_Code - A network connection error has occurred.
Code250_Message - Unable to connect to server.<br>Please attempt to reconnect at a later time.<br>If this error continues to occur,<br>please contact Support via the official website.<br>[ No.250 - $(0) ]
Code601_Title - ID Authentication Failure
Code601_Code - Unable to authenticate PlayID.
Code601_Message - The server may be undergoing maintenance.<br>Please check the Phantasy Star Online 2<br>official website for maintenance information.
Code602_Title - ID Authentication Failure
Code602_Code - Unable to authenticate PlayID.
Code602_Message - Please check your PlayID,<br>then enter them again and attempt to reconnect.
Code603_Title - ID Authentication Failure
Code603_Code - Unable to authenticate PlayID.
Code603_Message - Please check your PlayID and password,<br>then enter them again and attempt to reconnect.
Code604_Title - ID Authentication Failure
Code604_Code - Unable to authenticate PlayID.
Code604_Message - Your account has been temporarily suspended.<br>You have exceeded the permitted number of <br>failed login attempts within the allotted time.
Code605_Title - ID Authentication Failure
Code605_Code - Unable to authenticate ID.
Code605_Message - The server that manages your affiliated ID<br>may be undergoing maintenance.<br>For more information, please check <br>with the ID provider.
Code606_Title - ID Authentication Failure
Code606_Code - Unable to authenticate ID.
Code606_Message - Unable to authenticate affiliated ID.<br>For more information, please check with the ID provider.
Code611_Title - Connection Error
Code611_Code - Unable to connect to server.
Code611_Message - Server may be undergoing maintenance.<br>Please check the Phantasy Star Online 2<br>official website for maintenance information.
Code612_Title - Connection Error
Code612_Code - Unable to connect to server.
Code612_Message - We are currently experiencing a high volume of traffic.<br>Please try again later.
Code615_Title - Connection Error
Code615_Code - Unable to connect to block.
Code615_Message - Unable to transfer to selected block. The block is currently full.
Code616_Title - Connection Error
Code616_Code - Unable to connect to block.
Code616_Message - Unable to transfer to selected block. The block is currently full.
Code620_Title - Login Failure
Code620_Code - Unable to log in.
Code620_Message - Data is locked because the program<br>was not terminated properly.<br>Please wait about 10 minutes before attempting to reconnect.
Code622_Title - Personal Quarters Selection
Code622_Code - Unable to select Personal Quarters.
Code622_Message - Your Personal Quarters are currently full.
Code623_Title - Personal Quarters Selection
Code623_Code - Unable to select Personal Quarters.
Code623_Message - Unable to locate the server of your Personal Quarters.
Code624_Title - Personal Quarters Selection
Code624_Code - Unable to select Personal Quarters.
Code624_Message - Unable to enter Personal Quarters<br>due to entry restrictions.
Code625_Title - Personal Quarters Selection
Code625_Code - Unable to select Personal Quarters.
Code625_Message - Unable to enter Personal Quarters<br>due to entry restrictions.
Code626_Title - Personal Quarters Selection
Code626_Code - Unable to select Personal Quarters.
Code626_Message - Unable to select Personal Quarters.<br>A server system issue has occurred.
Code627_Title - Personal Quarters Selection
Code627_Code - Unable to select Personal Quarters.
Code627_Message - Unable to move to Personal Quarters.<br>Either you aren't authorized, or your usage period has expired.
Code628_Title - Personal Quarters Selection
Code628_Code - Unable to select Personal Quarters.
Code628_Message - Unable to move to the Personal Quarters of target owner.<br>You do not have the required authorization for the selected quarters,<br>or your usage period has expired.
Code630_Title - Server Communication
Code630_Code - No response from PSO2 server.
Code630_Message - No response from PSO2 server. Returning to title screen.
Code633_Title - Moving to Personal Quarters
Code633_Code - Unable to move to Personal Quarters.
Code633_Message - The Personal Quarters you selected are currently full.<br>You can't enter them.
Code634_Title - Moving to Personal Quarters
Code634_Code - Unable to move to Personal Quarters.
Code634_Message - The Personal Quarters' server could not be located.
Code635_Title - Moving to Personal Quarters
Code635_Code - Unable to move to Personal Quarters.
Code635_Message - The Personal Quarters' owner has placed restrictions on entry.
Code636_Title - Moving to Personal Quarters
Code636_Code - Unable to move to Personal Quarters.
Code636_Message - The Personal Quarters' owner has placed restrictions on entry.
Code637_Title - Moving to Personal Quarters
Code637_Code - Unable to move to Personal Quarters.
Code637_Message - A server system error has occurred.
Code638_Title - Moving to Personal Quarters
Code638_Code - Unable to move to Personal Quarters.
Code638_Message - You can't enter, as your paid period has expired.
Code639_Title - Moving to Personal Quarters
Code639_Code - Unable to move to Personal Quarters.
Code639_Message - You can't enter, as your paid period has expired.
Code640_Title - Version Error
Code640_Code - Software version mismatch with server.
Code640_Message - The game client may not have<br>been updated successfully.<br><yellow>Check the store and install the latest version.<c>
Code641_Title - Client Error
Code641_Code - An issue with the game client has been detected.
Code641_Message - The game client may not have<br>been updated successfully.<br>Please run a File Check<br>or uninstall and reinstall the game.
Code642_Title - Block Transfer
Code642_Code - Unable to move to the selected block.
Code642_Message - The block you selected could not be located.
Code643_Title - Block Transfer
Code643_Code - Unable to move to the selected block.
Code643_Message - Restrictions have been placed on entry. <br>Unable to enter selected block.
Code644_Title - Block Transfer
Code644_Code - Unable to move to the selected block.
Code644_Message - A server system error has occurred. <br>Unable to enter the block.
Code645_Title - Server Transfer
Code645_Code - Unable to move to the selected server.
Code645_Message - The server you selected is currently full.<br>Unable to enter.
Code646_Title - Server Transfer
Code646_Code - Unable to move to the selected server.
Code646_Message - The server you selected could not be located.<br>Unable to enter.
Code647_Title - Server Transfer
Code647_Code - Unable to move to the selected server.
Code647_Message - Restrictions have been placed on entry.<br>Unable to enter.
Code648_Title - Server Transfer
Code648_Code - Unable to move to the selected server.
Code648_Message - A system error has occurred.<br>Unable to enter.
Code649_Title - Alliance Quarters Selection
Code649_Code - Unable to move to Alliance Quarters.
Code649_Message - The quarters you selected are currently full.<br>Please try entering Alliance Quarters<br>at a later time.
Code650_Title - Alliance Quarters Selection
Code650_Code - Unable to move to Alliance Quarters.
Code650_Message - The server of the quarters you selected could not be located.<br>Please wait a while and try again.
Code651_Title - Alliance Quarters Selection
Code651_Code - Unable to move to Alliance Quarters.
Code651_Message - You must be a Member of the Alliance<br>to enter the selected quarters.<br><br>Please confirm your Alliance Membership.
Code652_Title - Alliance Quarters Selection
Code652_Code - Unable to move to Alliance Quarters.
Code652_Message - Your alliance has not yet acquired its own quarters.<br>Unable to enter.<br>
Code653_Title - Alliance Quarters Selection
Code653_Code - Unable to move to Alliance Quarters.
Code653_Message - A network error has occurred.<br><br>Please try entering Alliance Quarters <br>at a later time.
Code654_Title - Alliance Quarters Selection
Code654_Code - Unable to move to Alliance Quarters.
Code654_Message - You currently lack administration privileges for your alliance.<br>Unable to enter.
Code655_Title - Alliance Quarters Selection
Code655_Code - Unable to move to Alliance Quarters.
Code655_Message - The quarters you selected are currently full.<br>Please try entering Alliance Quarters<br>at a later time.
Code656_Title - Alliance Quarters Selection
Code656_Code - Unable to move to Alliance Quarters.
Code656_Message - The server of the quarters you selected could not be located.<br>Please wait a while and try again.
Code657_Title - Alliance Quarters Selection
Code657_Code - Unable to move to Alliance Quarters.
Code657_Message - You must be a Member of the Alliance<br>to enter the selected quarters.<br><br>Please confirm your Alliance Membership.
Code658_Title - Alliance Quarters Selection
Code658_Code - Unable to move to Alliance Quarters.
Code658_Message - Your alliance has not yet acquired its own quarters.<br>Unable to enter.<br>
Code659_Title - Alliance Quarters Selection
Code659_Code - Unable to move to Alliance Quarters.
Code659_Message - A network error has occurred.<br><br>Please try entering Alliance Quarters <br>at a later time.
Code660_Title - Alliance Quarters Selection
Code660_Code - Unable to move to Alliance Quarters.
Code660_Message - You currently lack administration privileges for your alliance.<br>Unable to enter.
Code700_Title - Block Transfer
Code700_Code - Unable to move to the selected block.
Code700_Message - This block is open for transfers only with<br>the possession of a valid Premium Set.<br>You cannot transfer to the block<br>if you do not have a user ticket<br>or if your user ticket has expired.
Code701_Title - Block Transfer
Code701_Code - Unable to move to the selected block.
Code701_Message - You cannot transfer to this block on your current platform.
Code710_Title - Premium Set Content
Code710_Code - This content is accessible<br>only with purchase of a Premium Set.
Code710_Message - To purchase a Premium Set,<br>please visit the AC Shop from the Main Menu.
Code711_Title - Premium Set Content
Code711_Code - Your Premium Set has expired.
Code711_Message - The Premium Set required to access this content has expired.<br>To purchase a new Premium Set,<br>please visit the AC Shop from the Main Menu.
Code712_Title - Insufficient AC
Code712_Code - You don't have enough AC to access this content.
Code712_Message - To purchase AC,<br>please visit the AC Shop from the Main Menu<br>and select "Purchase AC."
Code810_Title - Warning
Code810_Code - A complaint has been filed against you.
Code810_Message - Please note that your account may be restricted<br>if you fail to observe proper online conduct.<br>For more information, please visit<br>the official Phantasy Star Online 2 website.
Code811_Title - Warning
Code811_Code - A complaint has been filed against you.
