file,section,group,id,text
lineduel_text.csv,CardTitle,1,2881,Super Genesis Festival
lineduel_text.csv,CardTitle,1,2891,Seven-Colored Puppeteer
lineduel_text.csv,CardTitle,1,2901,Half-Phantom Gardener
lineduel_text.csv,CardTitle,1,2911,Ghost of Huaxu
lineduel_text.csv,CardTitle,1,2921,Spiriting-Away Mastermind
lineduel_text.csv,CardTitle,1,2931,Shikigami of the Gap Youkai's Shikigami
lineduel_text.csv,CardTitle,1,2941,Shikigami of the Gap Youkai
lineduel_text.csv,CardTitle,1,3071,Summer Vacation
lineduel_text.csv,CardAbility,1,160,Corruption
lineduel_text.csv,CardAbility,1,161,Enthusiastic
lineduel_text.csv,CardAbility,1,162,Base Recovery +1
lineduel_text.csv,CardAbility,1,163,Clean-Up
lineduel_text.csv,CardAbility,1,165,Wildcard: Light
lineduel_text.csv,CardAbility,1,166,Quick Wit
lineduel_text.csv,CardAbility,1,178,Stopgap
lineduel_text.csv,CardAbility,1,179,Gallant
lineduel_text.csv,CardAbility,1,180,Hitch a Ride
lineduel_text.csv,CardAbility,1,181,Late Bloomer
lineduel_text.csv,CardAbility,1,182,Reinforcements: Falspawn
lineduel_text.csv,CardAbility,1,183,Everyone's Strength
lineduel_text.csv,CardAbility,1,184,Self-Barrier
lineduel_text.csv,CardAbility,1,185,Move Enemy
lineduel_text.csv,CardAbility,1,186,Move Ally
lineduel_text.csv,CardAbility,1,187,PP Down 2
lineduel_text.csv,CardAbility,1,188,Move Enemy
lineduel_text.csv,CardAbility,1,189,Move Enemy
lineduel_text.csv,CardAbility,1,190,Teleport Allies
lineduel_text.csv,CardAbility,1,192,Overload
lineduel_text.csv,CardAbility,1,193,Wildcard
lineduel_text.csv,CardDesc,1,151,"Swap the target enemies in the direction of the arrows.<br>*This card is treated the same as<br>the ""Void Leader - Luther"" card."
lineduel_text.csv,CardDesc,1,160,"Place a seal on target enemies.<br>When a card with this seal has a debuff effect applied to it, the seal is removed and the summoned card's Attack is reduced by 3.<br>[Passive] Pacifist"
lineduel_text.csv,CardDesc,1,161,"[Passive] This card has the following effects.<br>- Base Buster: When this card attacks an enemy base, add 1 point of damage 1 time only.<br>- Stun Shift -3: If this card receives ""Stun"", treat it as -3 Attack instead."
lineduel_text.csv,CardDesc,1,162,All ally bases in the same row as this card recover 1 HP.<br>*No effect to destroyed Bases.
lineduel_text.csv,CardDesc,1,163,Incapacitate all enemies with a cost of 1 or lower in your opponent's territory for this turn.
lineduel_text.csv,CardDesc,1,165,"[Passive Skill]<br>When this card is the target of Overwrite Summoning, Light can also be used."
lineduel_text.csv,CardDesc,1,166,[Passive Skill]<br>Increase Attack by 4x the number of enemies.<br>Decrease Attack by 2x the number of allies.<br>*This card does not count as its own ally.
lineduel_text.csv,CardDesc,1,178,"Reduce the PP added at the beginning of the next turn by 1.<br>*If this effect is stacked multiple times, any excess reductions will be applied in the next turn.<br>[Passive] Reduce this card's PP Cost by 1 when summoning it onto a row in which your Attack is lower than your opponent's."
lineduel_text.csv,CardDesc,1,179,"Remove any Barriers from enemies in target squares.<br>[Passive Skill]<br>When an allied Base in the same Line as this card is destroyed, add 1 PP and destroy this card."
lineduel_text.csv,CardDesc,1,180,[Passive Skill]<br>This card has the following effects:<br>- Press the Attack: Reduce this card's PP Cost by 1 when summoning it onto a row in which your Attack is higher than your opponent's.<br>- Decimate: Destroy this card at the start of the next turn.
lineduel_text.csv,CardDesc,1,181,Increase this card's Attack by 3 when summoned from Turn 3 onward.
lineduel_text.csv,CardDesc,1,182,Add Falspawn Army to your hand.
lineduel_text.csv,CardDesc,1,183,"[Passive] This card has the following effects.<br>- Solidarity: This card's Attack is increased by exactly 2x the number of ally element types.<br>*Excluding this card's own element.<br>- Stun Shift -5: If this card receives ""Stun"", treat it as -5 Attack instead."
lineduel_text.csv,CardDesc,1,184,"Grant this card the same effect as the ""Barrier"" skill."
lineduel_text.csv,CardDesc,1,185,"An ability that moves target enemies in the direction of the arrow.<br>*This card is treated the same as<br>the ""Geologist - Rojio"" card."
lineduel_text.csv,CardDesc,1,186,"An ability that moves target allies in the direction of the arrow.<br>*This card is treated the same as<br>the ""Masterless Blades - Twin Kamuy"" card."
lineduel_text.csv,CardDesc,1,187,"An ability that reduces your opponent's PP by 2.<br>*This card is treated the same as the ""Glen's Adjutant - Kanui"" card."
lineduel_text.csv,CardDesc,1,188,"An ability that moves target enemies in the direction of the arrow.<br>*This card is treated the same as<br>the ""Goddess of Annihilation - Shiva"" card."
lineduel_text.csv,CardDesc,1,189,"An ability that moves target enemy in the direction of the arrow.<br>*This card is treated the same as<br>the ""Lillipan Elder"" card."
lineduel_text.csv,CardDesc,1,190,"An ability that swaps the positions of target allies.<br>*This card is treated the same as<br>the ""Perfect Operation - Ran"" card."
lineduel_text.csv,CardDesc,1,192,"Reduce the PP added at the beginning of the next turn by 1.<br>*If this effect is stacked multiple times, any excess reductions will be applied in the next turn.<br>*This card is treated the same as the ""Persona - Elmir"" card."
lineduel_text.csv,CardDesc,1,193,"[Passive Skill]<br>When this card is the target of Overwrite Summoning, any Element can be used.<br>*This card is treated the same as the ""Rappy"" card."
lineduel_text.csv,PlaymatName,1,63,Perfect Cherry Blossom
lineduel_text.csv,SleeveName,1,74,Alice Margatroid
lineduel_text.csv,CardIllustrator,1,2620,ほーじろ
lineduel_text.csv,CardIllustrator,1,2621,PSO2 Artwork Team
lineduel_text.csv,CardIllustrator,1,2630,hncl
lineduel_text.csv,CardIllustrator,1,2631,hncl
lineduel_text.csv,CardIllustrator,1,2640,平坂康也
lineduel_text.csv,CardIllustrator,1,2641,平坂康也
lineduel_text.csv,CardIllustrator,1,2650,えぃわ
lineduel_text.csv,CardIllustrator,1,2651,えぃわ
lineduel_text.csv,CardIllustrator,1,2660,竜徹
lineduel_text.csv,CardIllustrator,1,2661,竜徹
lineduel_text.csv,CardIllustrator,1,2670,Dd
lineduel_text.csv,CardIllustrator,1,2671,Dd
lineduel_text.csv,CardIllustrator,1,2680,BISAI
lineduel_text.csv,CardIllustrator,1,2681,BISAI
lineduel_text.csv,CardIllustrator,1,2690,BISAI
lineduel_text.csv,CardIllustrator,1,2691,BISAI
lineduel_text.csv,CardIllustrator,1,2700,п猫R
lineduel_text.csv,CardIllustrator,1,2701,п猫R
lineduel_text.csv,CardIllustrator,1,2710,ニナハチ
lineduel_text.csv,CardIllustrator,1,2711,ニナハチ
lineduel_text.csv,CardIllustrator,1,2720,いもいち
lineduel_text.csv,CardIllustrator,1,2721,いもいち
lineduel_text.csv,CardIllustrator,1,2730,PSO2 Artwork Team
lineduel_text.csv,CardIllustrator,1,2731,PSO2 Artwork Team
lineduel_text.csv,CardIllustrator,1,2740,itaco
lineduel_text.csv,CardIllustrator,1,2741,itaco
lineduel_text.csv,CardIllustrator,1,2750,itaco
lineduel_text.csv,CardIllustrator,1,2751,itaco
lineduel_text.csv,CardIllustrator,1,2760,PSO2 Artwork Team
lineduel_text.csv,CardIllustrator,1,2761,PSO2 Artwork Team
lineduel_text.csv,CardIllustrator,1,2770,平坂康也
lineduel_text.csv,CardIllustrator,1,2771,平坂康也
lineduel_text.csv,CardIllustrator,1,2840,PSO2 Artwork Team
lineduel_text.csv,CardIllustrator,1,2841,PSO2 Artwork Team
lineduel_text.csv,CardIllustrator,1,2850,PSO2 Artwork Team
lineduel_text.csv,CardIllustrator,1,2851,PSO2 Artwork Team
lineduel_text.csv,CardIllustrator,1,2860,PSO2 Artwork Team
lineduel_text.csv,CardIllustrator,1,2861,PSO2 Artwork Team
lineduel_text.csv,CardIllustrator,1,2870,PSO2 Artwork Team
lineduel_text.csv,CardIllustrator,1,2871,PSO2 Artwork Team
lineduel_text.csv,CardIllustrator,1,2880,PSO2 Artwork Team
lineduel_text.csv,CardIllustrator,1,2881,PSO2 Artwork Team
lineduel_text.csv,CardIllustrator,1,2891,晩杯あきら
lineduel_text.csv,CardIllustrator,1,2901,本田ロアロ
lineduel_text.csv,CardIllustrator,1,2911,伏身タマ
lineduel_text.csv,CardIllustrator,1,2921,かなりあ
lineduel_text.csv,CardIllustrator,1,2931,shnva
lineduel_text.csv,CardIllustrator,1,2941,しぐれうい
lineduel_text.csv,CardIllustrator,1,3071,PSO2 Artwork Team
lineduel_text.csv,CardIllustrator,1,3081,麻谷知世
lineduel_text.csv,CardIllustrator,1,90480,ケロケロ齋藤
lineduel_text.csv,CardIllustrator,1,90481,ケロケロ齋藤
lineduel_text.csv,CardVoiceActor,1,2571,Billy Kametz
lineduel_text.csv,CardVoiceActor,1,2620,Xanthe Huynh
lineduel_text.csv,CardVoiceActor,1,2621,Xanthe Huynh
lineduel_text.csv,CardVoiceActor,1,2630,Mela Lee
lineduel_text.csv,CardVoiceActor,1,2631,Mela Lee
lineduel_text.csv,CardVoiceActor,1,2640,Ellyn Stern
lineduel_text.csv,CardVoiceActor,1,2641,Ellyn Stern
lineduel_text.csv,CardVoiceActor,1,2650,Erika Harlacher
lineduel_text.csv,CardVoiceActor,1,2651,Erika Harlacher
lineduel_text.csv,CardVoiceActor,1,2660,Amber Connor
lineduel_text.csv,CardVoiceActor,1,2661,Amber Connor
lineduel_text.csv,CardVoiceActor,1,2670,Joe Zieja
lineduel_text.csv,CardVoiceActor,1,2671,Joe Zieja
lineduel_text.csv,CardVoiceActor,1,2680,Lizzie Freeman
lineduel_text.csv,CardVoiceActor,1,2681,Lizzie Freeman
lineduel_text.csv,CardVoiceActor,1,2690,Joe Hernandez
lineduel_text.csv,CardVoiceActor,1,2691,Joe Hernandez
lineduel_text.csv,CardVoiceActor,1,2700,Armen Taylor
lineduel_text.csv,CardVoiceActor,1,2701,Armen Taylor
lineduel_text.csv,CardVoiceActor,1,2710,Khoi Dao
lineduel_text.csv,CardVoiceActor,1,2711,Khoi Dao
lineduel_text.csv,CardVoiceActor,1,2720,Kayli Mills
lineduel_text.csv,CardVoiceActor,1,2721,Kayli Mills
lineduel_text.csv,CardVoiceActor,1,2730,Amber Lee Connors
lineduel_text.csv,CardVoiceActor,1,2731,Amber Lee Connors
lineduel_text.csv,CardVoiceActor,1,2740,Kira Buchland
lineduel_text.csv,CardVoiceActor,1,2741,Kira Buchland
lineduel_text.csv,CardVoiceActor,1,2750,David Keefir
lineduel_text.csv,CardVoiceActor,1,2751,David Keefir
lineduel_text.csv,CardVoiceActor,1,2760,Heather Gonzalez
lineduel_text.csv,CardVoiceActor,1,2761,Heather Gonzalez
lineduel_text.csv,CardVoiceActor,1,2770,Dane Jones
lineduel_text.csv,CardVoiceActor,1,2771,Dane Jones
lineduel_text.csv,CardVoiceActor,1,3071,Stefan Martello
lineduel_text.csv,CardVoiceActor,1,none,Not included
lineduel_text.csv,PlaymatIllustrator,1,63,伏身タマ/本田ロアロ/晩杯あきら/shnva/<br>しぐれうい/かなりあ
lineduel_text.csv,SleeveIllustrator,1,74,晩杯あきら
qt1203100000.csv,Required,1,Title,The Frozen Realm
qt1203100000.csv,Required,1,Summary,The Frozen Realm
qt1203100000.csv,SubObjectives,1,Objective311,Find the Tower
qt1203100000.csv,SubObjectives,1,Objective321,Defeat the enemies
qt1203100000.csv,SubObjectives,1,Objective331,Find the Tower
qt1203100000.csv,SubObjectives,1,Objective341,Defeat the enemies
qt1203100000.csv,SubObjectives,1,Objective351,Find the Tower
qt1203100000.csv,SubObjectives,1,Objective361,Defeat the enemies
qt1203100000.csv,SubObjectives,1,Objective371,Enter the Tower
quest_01341050.csv,AreaName,1,Area0S,Lurking in the Twisted Forest
quest_01341050.csv,AreaName,1,Area0L,Lurking in the Twisted Forest
quest_01341050.csv,Basic,1,Title,Lurking in the Twisted Forest
quest_01341050.csv,Basic,1,Explanation,"We have detected an unknown energy reading in Resol Forest. The Alter Realm appears to be causing space-time disturbances there. ARKS defenders, be on guard as the situation evolves and perform an assessment."
quest_01341050.csv,QuestTarget,1,SimpleExplanation,Defeat all enemies
quest_01341050.csv,SuccessCondition,1,s0,Defeat the target enemies
quest_01341050.csv,TrialBeginDetail,1,normalMsg_1341050,Defeat all enemies
quest_common_reboot.csv,QuestCommon,1,ProgressiveContinuousRewards_Title,Additional Participation Rewards
quest_common_reboot.csv,QuestCommon,1,ProgressiveContinuousRewards_GaugeTitle,Until Next Tier
quest_common_reboot.csv,QuestCommon,1,ProgressiveContinuousRewards_GaugeTitleStop,Tracking Paused
quest_common_reboot.csv,QuestCommon,1,ProgressiveContinuousRewards_GaugeTitleMax,At Highest Tier
trial_common.csv,common,1,RewardTextRew_ProgressiveGreen,<pict box_green>Additional Reward
trial_common.csv,common,1,RewardTextRew_ProgressiveYellow,<pict box_yellow>Additional Reward
trial_common.csv,common,1,RewardTextRew_ProgressiveRed,<pict box_red>Additional Reward
trial_evolution_enemy_ahl.csv,type105,1,NpcComOnBegin,Ruine Anga detected!<br>Proceed with caution and eliminate it.
trial_evolution_enemy_ahl.csv,type105,1,NpcComOnSuccess,Ruine Anga eliminated!<br>Please continue exploring.
trial_evolution_enemy_ahl.csv,type105,1,NpcComOnFailure,Ruine Anga has withdrawn!<br>Please continue exploring.
trial_quest_point_gf.csv,common,1,HarvestG1_Abstract,Collect Harvest Points!
trial_quest_point_gf.csv,common,1,HarvestG1_Title,Target Points
trial_quest_point_gf.csv,common,1,HarvestG_MAX,Target harvest points achieved! Proceed.
ui_item.csv,ItemSkillName,1,item_PhotonBlast_1,Phantasm Surge Unit Lv.1
ui_item.csv,ItemSkillName,1,item_PhotonBlast_2,Phantasm Surge Unit Lv.2
ui_item.csv,ItemSkillName,1,item_PhotonBlast_3,Phantasm Surge Unit Lv.3
ui_item.csv,ItemSkillName,1,item_PhotonBlast_4,Phantasm Surge Unit Lv.4
ui_item.csv,ItemSkillName,1,item_PhotonBlast_5,Phantasm Surge Unit Lv.5
ui_item.csv,ItemSkillName,1,item_PhotonBlast_6,Phantasm Surge Unit Lv.6
ui_item.csv,ItemSkillName,1,item_AchieveBuff2_1,Triumphant Light: Ult. Lv.1
ui_item.csv,ItemSkillName,1,item_AchieveBuff2_2,Triumphant Light: Ult. Lv.2
ui_item.csv,ItemSkillName,1,item_AchieveBuff2_3,Triumphant Light: Ult. Lv.3
ui_item.csv,ItemSkillName,1,item_AchieveBuff2_4,Triumphant Light: Ult. Lv.4
ui_item.csv,ItemSkillName,1,item_AchieveBuff2_5,Triumphant Light: Ult. Lv.5
ui_item.csv,ItemSkillName,1,item_AchieveBuff2_6,Triumphant Light: Ult. Lv.6
ui_item.csv,ItemSkillName,1,item_GenericBuff5_1,Spectral Unit - Deux Lv.1
ui_item.csv,ItemSkillName,1,item_GenericBuff5_2,Spectral Unit - Deux Lv.2
ui_item.csv,ItemSkillName,1,item_GenericBuff5_3,Spectral Unit - Deux Lv.3
ui_item.csv,ItemSkillName,1,item_GenericBuff5_4,Spectral Unit - Deux Lv.4
ui_item.csv,ItemSkillName,1,item_GenericBuff5_5,Spectral Unit - Deux Lv.5
ui_item.csv,ItemSkillName,1,item_GenericBuff5_6,Spectral Unit - Deux Lv.6
ui_item.csv,ItemSkillHelp,1,item_PhotonBlast_1,Potency +51%/<br>PB Gauge +15% on attack/<br>All allies receive Potency +2%<br>for 15 sec on Photon Blast<br>activation<br>Extend effect duration 15 sec<br>on Photon Blast activation<br>while effect active<br>30 sec maximum extension<br>Starts 10 sec after equipped
ui_item.csv,ItemSkillHelp,1,item_PhotonBlast_2,Potency +54%/<br>PB Gauge +15% on attack/<br>All allies receive Potency +2%<br>for 15 sec on Photon Blast<br>activation<br>Extend effect duration 15 sec<br>on Photon Blast activation<br>while effect active<br>30 sec maximum extension<br>Starts 10 sec after equipped
ui_item.csv,ItemSkillHelp,1,item_PhotonBlast_3,Potency +57%/<br>PB Gauge +15% on attack/<br>All allies receive Potency +2%<br>for 15 sec on Photon Blast<br>activation<br>Extend effect duration 15 sec<br>on Photon Blast activation<br>while effect active<br>30 sec maximum extension<br>Starts 10 sec after equipped
ui_item.csv,ItemSkillHelp,1,item_PhotonBlast_4,Potency +60%/<br>PB Gauge +15% on attack/<br>All allies receive Potency +2%<br>for 15 sec on Photon Blast<br>activation<br>Extend effect duration 15 sec<br>on Photon Blast activation<br>while effect active<br>30 sec maximum extension<br>Starts 10 sec after equipped
ui_item.csv,ItemSkillHelp,1,item_PhotonBlast_5,Potency +61%/<br>PB Gauge +15% on attack/<br>All allies receive Potency +2%<br>for 15 sec on Photon Blast<br>activation<br>Extend effect duration 15 sec<br>on Photon Blast activation<br>while effect active<br>30 sec maximum extension<br>Starts 10 sec after equipped
ui_item.csv,ItemSkillHelp,1,item_PhotonBlast_6,Potency +67%/<br>PB Gauge +15% on attack/<br>All allies receive Potency +2%<br>for 15 sec on Photon Blast<br>activation<br>Extend effect duration 15 sec<br>on Photon Blast activation<br>while effect active<br>30 sec maximum extension<br>Starts 10 sec after equipped
ui_item.csv,ItemSkillHelp,1,item_AchieveBuff2_1,"Potency +52%/<br>Damage Resistance +5% each<br>time one of these conditions<br>is met, increasing to max 15%<br>1. Upon a Critical Hit<br>2. Upon Restasigne use<br>3. After 100 sec<br>When all conditions are met,<br>you are prevented from being<br>launched or knocked back by<br>enemy attacks,<br>Critical Hit Rate +20%,<br>Critical Potency +5% for 20 sec<br>After this effect ends,<br>one Restasigne is replenished"
ui_item.csv,ItemSkillHelp,1,item_AchieveBuff2_2,"Potency +55%/<br>Damage Resistance +5% each<br>time one of these conditions<br>is met, increasing to max 15%<br>1. Upon a Critical Hit<br>2. Upon Restasigne use<br>3. After 100 sec<br>When all conditions are met,<br>you are prevented from being<br>launched or knocked back by<br>enemy attacks,<br>Critical Hit Rate +20%,<br>Critical Potency +5% for 20 sec<br>After this effect ends,<br>one Restasigne is replenished"
ui_item.csv,ItemSkillHelp,1,item_AchieveBuff2_3,"Potency +58%/<br>Damage Resistance +5% each<br>time one of these conditions<br>is met, increasing to max 15%<br>1. Upon a Critical Hit<br>2. Upon Restasigne use<br>3. After 100 sec<br>When all conditions are met,<br>you are prevented from being<br>launched or knocked back by<br>enemy attacks,<br>Critical Hit Rate +20%,<br>Critical Potency +5% for 20 sec<br>After this effect ends,<br>one Restasigne is replenished"
