file,section,group,id,text
ui_accessories_text.csv,decoy,1,No127190,Fluffy Sheep Ears
ui_accessories_text.csv,decoy,1,No127200,Heart Cowlick Extension
ui_accessories_text.csv,decoy,1,No127210,Center Part Bosom
ui_accessories_text.csv,decoy,1,No127220,Large Metal Rings L
ui_accessories_text.csv,decoy,1,No127221,Large Metal Rings R
ui_accessories_text.csv,decoy,1,No127230,Large Metal Bracelets
ui_accessories_text.csv,decoy,1,No127240,Sleepy Sheep Pillow
ui_accessories_text.csv,decoy,1,No127250,Cyber Ball
ui_accessories_text.csv,decoy,1,No127260,Trim Hololith Ring
ui_accessories_text.csv,decoy,1,No127270,Curtain Waist Chain
ui_accessories_text.csv,decoy,1,No127290,Demon Fox Head-Mount
ui_accessories_text.csv,decoy,1,No127300,Pyramid Beard
ui_accessories_text.csv,decoy,1,No127310,Relx Fit Cap
ui_accessories_text.csv,decoy,1,No127520,Alice Margatroid's Grimoire
ui_accessories_text.csv,decoy,1,No127530,Alice Margatroid's Doll
ui_accessories_text.csv,decoy,1,No127540,Alice Margatroid's Rings
ui_accessories_text.csv,decoy,1,No127550,Youmu Konpaku's Half Ghost
ui_accessories_text.csv,decoy,1,No127560,Yuyuko Saigyouji's Hat
ui_accessories_text.csv,decoy,1,No127570,Yuyuko Saigyouji's Fan
ui_accessories_text.csv,decoy,1,No127580,Yuyuko Saigyouji's Butterfly
ui_accessories_text.csv,decoy,1,No127590,Yuyuko Saigyouji's Ghosts Effect
ui_accessories_text.csv,decoy,1,No127600,Yukari Yakumo's Hat
ui_accessories_text.csv,decoy,1,No127610,Yukari Yakumo's Fan
ui_accessories_text.csv,decoy,1,No127620,Yukari Yakumo's Umbrella
ui_accessories_text.csv,decoy,1,No127630,Yukari Yakumo's Gap
ui_accessories_text.csv,decoy,1,No127680,Iron Claw L
ui_accessories_text.csv,decoy,1,No127681,Iron Claws
ui_accessories_text.csv,decoy,1,No127770,Cyber Bangles
ui_accessories_text.csv,decoy,1,No127910,Zahir Rak Hair Ornament
ui_accessories_text.csv,decoy,1,No127920,Zahir Rak Face Veil
ui_accessories_text.csv,decoy,1,No127940,Tahli Oscuro Headset
ui_accessories_text.csv,decoy,1,No127950,Tahli Oscuro Neck Guard
ui_accessories_text.csv,decoy,1,No128160,Relief Shoulder Guard L
ui_accessories_text.csv,decoy,1,No128161,Relief Shoulder Guards
ui_accessories_text.csv,decoy,1,No128180,Steamer Head-Mount
ui_accessories_text.csv,decoy,1,No128190,One-Eyed Lace Mask
ui_accessories_text.csv,decoy,1,No128200,Solus Hand L
ui_accessories_text.csv,decoy,1,No128201,Solus Hand R
ui_accessories_text.csv,decoy,1,No128210,Solus Wings
ui_accessories_text.csv,decoy,1,No128240,Umbrelysia Necklaces
ui_accessories_text.csv,decoy,1,No128280,Super Phantasy Festival Tote Bag/B
ui_accessories_text.csv,decoy,1,No128290,NGS Visual Tote Bag
ui_accessories_text.csv,decoy,1,No128310,N-Divine Queen's Earrings
ui_accessories_text.csv,decoy,1,No128320,N-Divine Queen's Headdress
ui_accessories_text.csv,decoy,1,No128330,Papillien Hat
ui_accessories_text.csv,decoy,1,No128340,Papillien Robe
ui_accessories_text.csv,decoy,1,No128380,Edel Deenkel
ui_accessories_text.csv,decoy,1,No128390,Diato Zens
ui_accessories_text.csv,decoy,1,No128400,Miserique Bransa
ui_accessories_text.csv,decoy,1,No128410,Haitie
ui_accessories_text.csv,decoy,1,No128420,Shady Feathers
ui_accessories_text.csv,decoy,1,No128430,Sanctus Wings
ui_accessories_text.csv,decoy,1,No128440,Malignus Waist Cape
ui_accessories_text.csv,decoy,1,No128450,Eques Shield
ui_accessories_text.csv,decoy,1,No128460,Minore Avis Wings
ui_accessories_text.csv,decoy,1,No128470,Eques Grimoire
ui_accessories_text.csv,decoy,1,No128480,Nobilis Tiara
ui_accessories_text.csv,decoy,1,No128490,Pennatus Horns
ui_accessories_text.csv,decoy,1,No128540,Lahmina Nesso Headgear
ui_accessories_text.csv,decoy,1,No129600,Zundamon's Rouge
ui_accessories_text.csv,fpobject,1,ob_7000_0413,Firework Poster (Ob)
ui_accessories_text.csv,fpobject,1,ob_7000_0414,Tunnel Light (Ob)
ui_accessories_text.csv,fpobject,1,ob_7000_0415,Straight Bench (Ob)
ui_accessories_text.csv,fpobject,1,ob_7000_0416,Corner Bench (Ob)
ui_accessories_text.csv,fpobject,1,ob_7000_0417,Decorative Cage (Ob)
ui_accessories_text.csv,fpobject,1,ob_7000_0418,Gothic Chair B (Ob)
ui_accessories_text.csv,fpobject,1,ob_7000_0419,Gothic Table B (Ob)
ui_accessories_text.csv,fpobject,1,ob_7000_0420,Gothic Sofa B (Ob)
ui_accessories_text.csv,fpobject,1,ob_7000_0421,Maritozzo (Ob)
ui_accessories_text.csv,fpobject,1,ob_7000_0422,Modern Sofa (Ob)
ui_accessories_text.csv,fpobject,1,ob_7000_0423,Modern Coffee Table (Ob)
ui_accessories_text.csv,fpobject,1,ob_7000_0424,Lunar Rabbits (Ob)
ui_accessories_text.csv,fpobject,1,ob_7000_0425,Exotic Trad Sofa (Ob)
ui_accessories_text.csv,fpobject,1,ob_7000_0426,Exotic Trad Coffee Table (Ob)
ui_accessories_text.csv,fpobject,1,ob_7000_0427,Bridal Kimono Rack (Ob)
ui_accessories_text.csv,fpobject,1,ob_7000_0428,Sengoku Folding Screen (Ob)
ui_accessories_text.csv,fpobject,1,ob_7000_0457,Yukari Yakumo's Gap (Ob)
ui_accessories_text.csv,fpobject,1,ob_7000_0458,Anniva Symbol B (Ob)
ui_accessories_text.csv,fpobject,1,ob_7300_0130,Zundamon - Logo (Ef)
ui_accessories_text.csv,fpobject,1,ob_7300_0132,Yukkuri Alice (Ef)
ui_accessories_text.csv,fpobject,1,ob_7300_0133,Yukkuri Youmu (Ef)
ui_accessories_text.csv,fpobject,1,ob_7300_0139,Aurora B (Ef)
ui_accessories_text.csv,mysmaterial,1,ob_1000_1737,New Year's 2019 Mat
ui_accessories_text.csv,mysmaterial,1,ob_6100_1254,Super Phantasy Festival Poster B
ui_accessories_text.csv,mysmaterial,1,ob_6100_1255,Water Space - Cube E
ui_accessories_text.csv,mysmaterial,1,ob_6100_1256,Water Space - Cylinder E
ui_accessories_text.csv,mysmaterial,1,ob_6100_1257,Shape - Glowing Small Cube
ui_accessories_text.csv,mysmaterial,1,ob_6100_1258,Shape - Glowing Small Sphere
ui_accessories_text.csv,mysmaterial,1,ob_6100_1259,Shape - Glowing Small Cylinder
ui_accessories_text.csv,mysmaterial,1,ob_6100_1260,Shape - Glowing Small Capsule
ui_accessories_text.csv,mysmaterial,1,ob_6100_1261,Shape - Glowing Small Cone
ui_accessories_text.csv,mysmaterial,1,ob_6100_1262,Shape - Glowing Small Triangular Prism
ui_accessories_text.csv,mysmaterial,1,ob_6100_1263,Shape - Glowing Small Hollow Cylinder
ui_accessories_text.csv,mysmaterial,1,ob_6100_1264,Shape - Glowing Small Half-Sphere
ui_accessories_text.csv,mysmaterial,1,ob_6100_1265,Shape - Glowing Small Torus
ui_accessories_text.csv,mysmaterial,1,ob_6100_1266,Shape - Glowing Small Tetrahedron
ui_accessories_text.csv,mysmaterial,1,ob_6100_1267,Shape - Small Round Frame
ui_accessories_text.csv,mysmaterial,1,ob_6100_1268,Shape - Small Square Frame
ui_accessories_text.csv,mysmaterial,1,ob_6100_1269,Shape - Small Star
ui_accessories_text.csv,mysmaterial,1,ob_6100_1270,Shape - Small Heart
ui_accessories_text.csv,mysmaterial,1,ob_6100_1271,Shape - Glossy Small Round Frame
ui_accessories_text.csv,mysmaterial,1,ob_6100_1272,Shape - Glossy Small Square Frame
ui_accessories_text.csv,mysmaterial,1,ob_6100_1273,Shape - Glossy Small Star
ui_accessories_text.csv,mysmaterial,1,ob_6100_1274,Shape - Glossy Small Heart
ui_accessories_text.csv,mysmaterial,1,ob_6100_1275,Shape - Glowing Small Round Frame
ui_accessories_text.csv,mysmaterial,1,ob_6100_1276,Shape - Glowing Small Square Frame
ui_accessories_text.csv,mysmaterial,1,ob_6100_1277,Shape - Glowing Small Star
ui_accessories_text.csv,mysmaterial,1,ob_6100_1278,Shape - Glowing Small Heart
ui_accessories_text.csv,mysmaterial,1,ob_6100_1279,Shape - Small Thin Cuboid
ui_accessories_text.csv,mysmaterial,1,ob_6100_1280,Shape - Glossy Small Thin Cuboid
ui_accessories_text.csv,mysmaterial,1,ob_6100_1281,Shape - Glowing Small Thin Cuboid
ui_accessories_text.csv,mysmaterial,1,ob_6100_1282,Shape - Small Square Column
ui_accessories_text.csv,mysmaterial,1,ob_6100_1283,Shape - Glossy Small Square Column
ui_accessories_text.csv,mysmaterial,1,ob_6100_1284,Shape - Glowing Small Square Column
ui_accessories_text.csv,mysmaterial,1,ob_6100_1285,Vintage Lighting B
ui_accessories_text.csv,mysmaterial,1,ob_6100_1286,Vintage Bed B
ui_accessories_text.csv,mysmaterial,1,ob_6100_1287,Vintage Table B
ui_accessories_text.csv,mysmaterial,1,ob_6100_1288,Vintage Chair B
ui_accessories_text.csv,mysmaterial,1,ob_6100_1289,Vintage Sofa B
ui_accessories_text.csv,mysmaterial,1,ob_6100_1290,Vintage Mat B
ui_accessories_text.csv,mysmaterial,1,ob_6100_1291,Vintage Shelf B
ui_accessories_text.csv,mysmaterial,1,ob_6100_1292,Vintage Stand B
ui_accessories_text.csv,mysmaterial,1,ob_6100_1293,Vintage Bookboard B
ui_accessories_text.csv,mysmaterial,1,ob_6100_1294,Vintage Dresser B
ui_accessories_text.csv,mysmaterial,1,ob_6100_1295,Vintage Bureau B
ui_accessories_text.csv,mysmaterial,1,ob_6100_1296,Vintage Tea Set B
ui_accessories_text.csv,mysmaterial,1,ob_6100_1297,Vintage Brazier B
ui_accessories_text.csv,mysmaterial,1,ob_6100_1298,Vintage Gas Lamp B
ui_accessories_text.csv,mysmaterial,1,ob_6100_1299,Yo-yo Innertube
ui_accessories_text.csv,mysmaterial,1,ob_6100_1300,Meat on the Bone
ui_accessories_text.csv,mysmaterial,1,ob_6100_1301,Sunny Pillow
ui_accessories_text.csv,mysmaterial,1,ob_6100_1302,Photon Crown
ui_accessories_text.csv,mysmaterial,1,ob_6100_1303,PSO2 7th Anniversary Poster
ui_accessories_text.csv,mysmaterial,1,ob_6100_1305,Fairy Zundamon's Figure
ui_accessories_text.csv,mysmaterial,1,ob_6100_1306,Zundamochi Cushion
ui_accessories_text.csv,mysmaterial,1,ob_6100_1307,Zundamon Acrylic Stand
ui_accessories_text.csv,mysmaterial,1,ob_6100_1308,Zundamon Acrylic Stand B
ui_accessories_text.csv,mysmaterial,1,ob_6100_1309,Fairy Zundamon Acrylic Stand
ui_accessories_text.csv,mysmaterial,1,ob_6100_1310,Creators Style - Poster B
ui_accessories_text.csv,mysmaterial,1,ob_6100_1311,Edel Deenkel
ui_accessories_text.csv,mysmaterial,1,ob_6100_1312,Diato Zens
ui_accessories_text.csv,mysmaterial,1,ob_6100_1313,Miserique Bransa
ui_accessories_text.csv,mysmaterial,1,ob_6100_1314,Haitie
ui_accessories_text.csv,mysmaterial,1,ob_6100_1315,Eques Shield
ui_accessories_text.csv,mysmaterial,1,ob_6100_1316,Eques Grimoire
ui_accessories_text.csv,mysmaterial,1,ob_6100_1317,Alice Margatroid Acrylic Stand
ui_accessories_text.csv,mysmaterial,1,ob_6100_1318,Youmu Konpaku Acrylic Stand
ui_accessories_text.csv,mysmaterial,1,ob_6100_1319,Yuyuko Saigyouji Acrylic Stand
ui_accessories_text.csv,mysmaterial,1,ob_6100_1320,Yukari Yakumo Acrylic Stand
ui_accessories_text.csv,mysmaterial,1,ob_6100_1321,Chen Acrylic Stand
ui_accessories_text.csv,mysmaterial,1,ob_6100_1322,Ran Yakumo Acrylic Stand
ui_accessories_text.csv,mysmaterial,1,ob_6100_1323,Bullet Barrage - Butterflies
ui_accessories_text.csv,mysmaterial,1,ob_6100_1324,Bullet Barrage - Swords
ui_accessories_text.csv,mysmaterial,1,ob_6100_1325,Bullet Barrage - Wedges
ui_accessories_text.csv,mysmaterial,1,ob_6100_1326,Yuyuko Saigyouji's Fan Background
ui_accessories_text.csv,mysmaterial,1,ob_6100_1327,Yukari Yakumo's Gap
ui_accessories_text.csv,mysmaterial,1,ob_6100_1330,NGS Visual Poster
ui_accessories_text.csv,mysmaterial,1,ob_6100_1449,ARKS Summer Party Poster
ui_charamake_parts.csv,basewear,1,No104020,Cyberknight T1-V2 [Ba]
ui_charamake_parts.csv,basewear,1,No104100,Diri Actif T1-V4 [Ba]
ui_charamake_parts.csv,basewear,1,No104110,Diri Actif T1-V4/B [Ba]
ui_charamake_parts.csv,basewear,1,No105320,Anemos Albera T1-V4 [Ba]
ui_charamake_parts.csv,basewear,1,No105350,Anemos Albera T1-V4/B [Ba]
ui_charamake_parts.csv,basewear,1,No106400,Punk Gauch T1 [Se]
ui_charamake_parts.csv,basewear,1,No106570,Bunk Mesher T1-V2 [Ba]
ui_charamake_parts.csv,basewear,1,No106590,Bunk Mesher T1-V2/B [Ba]
ui_charamake_parts.csv,basewear,1,No106770,N-Dominating Divinity V2 [Se]
ui_charamake_parts.csv,basewear,1,No106790,N-Dominating Divinity V2/B [Se]
ui_charamake_parts.csv,basewear,1,No106910,Punk Gauch T1-V2 [Se]
ui_charamake_parts.csv,basewear,1,No106920,Punk Gauch T1/B [Se]
ui_charamake_parts.csv,basewear,1,No106930,Punk Gauch T1-V2/B [Se]
ui_charamake_parts.csv,basewear,1,No108729,Base M: 11143
ui_charamake_parts.csv,basewear,1,No109310,Zundamon's Clothes T1 [Ba]
ui_charamake_parts.csv,basewear,1,No109330,Tahli Oscuro T1 [Ba]
ui_charamake_parts.csv,basewear,1,No109331,Tahli Oscuro T1/2 [Ba]
ui_charamake_parts.csv,basewear,1,No109340,Mors Finis T1 [Se]
ui_charamake_parts.csv,basewear,1,No109341,Mors Finis T1/2 [Se]
ui_charamake_parts.csv,basewear,1,No109350,Simple Pajamas T1 [Ba]
ui_charamake_parts.csv,basewear,1,No109351,Simple Pajamas T1/2 [Ba]
ui_charamake_parts.csv,basewear,1,No109370,Dravestea T1 [Se]
ui_charamake_parts.csv,basewear,1,No109371,Dravestea T1/2 [Se]
ui_charamake_parts.csv,basewear,1,No109380,Ombre Nebya T1 [Ba]
ui_charamake_parts.csv,basewear,1,No109381,Ombre Nebya T1/2 [Ba]
ui_charamake_parts.csv,basewear,1,No109400,Ombre Nebya T1/B [Ba]
ui_charamake_parts.csv,basewear,1,No109401,Ombre Nebya T1/B2 [Ba]
ui_charamake_parts.csv,basewear,1,No109410,Mors Finis T1/B [Se]
ui_charamake_parts.csv,basewear,1,No109411,Mors Finis T1/B2 [Se]
ui_charamake_parts.csv,basewear,1,No109420,Simple Pajamas T1/B [Ba]
ui_charamake_parts.csv,basewear,1,No109421,Simple Pajamas T1/B2 [Ba]
ui_charamake_parts.csv,basewear,1,No109430,Tahli Oscuro T1/B [Ba]
ui_charamake_parts.csv,basewear,1,No109431,Tahli Oscuro T1/B2 [Ba]
ui_charamake_parts.csv,basewear,1,No109440,Dravestea T1/B [Se]
ui_charamake_parts.csv,basewear,1,No109441,Dravestea T1/B2 [Se]
ui_charamake_parts.csv,basewear,1,No109450,Alice Margatroid's Clothes T1 [Ba]
ui_charamake_parts.csv,basewear,1,No109451,Alice Margatroid's Clothes T1/2 [Ba]
ui_charamake_parts.csv,basewear,1,No109460,Alice Margatroid's Clothes T1/B [Ba]
ui_charamake_parts.csv,basewear,1,No109461,Alice Margatroid's Clothes T1/B2 [Ba]
ui_charamake_parts.csv,basewear,1,No109470,Youmu Konpaku's Clothes T1 [Ba]
ui_charamake_parts.csv,basewear,1,No109471,Youmu Konpaku's Clothes T1/2 [Ba]
ui_charamake_parts.csv,basewear,1,No109480,Youmu Konpaku's Clothes T1/B [Ba]
ui_charamake_parts.csv,basewear,1,No109481,Youmu Konpaku's Clothes T1/B2 [Ba]
ui_charamake_parts.csv,basewear,1,No109490,Yuyuko Saigyouji's Clothes T1 [Se]
ui_charamake_parts.csv,basewear,1,No109491,Yuyuko Saigyouji's Clothes T1/2 [Se]
ui_charamake_parts.csv,basewear,1,No109500,Yuyuko Saigyouji's Clothes T1/B [Se]
ui_charamake_parts.csv,basewear,1,No109501,Yuyuko Saigyouji's Clothes T1/B2 [Se]
ui_charamake_parts.csv,basewear,1,No109510,Yukari Yakumo's Clothes T1 [Se]
ui_charamake_parts.csv,basewear,1,No109511,Yukari Yakumo's Clothes T1/2 [Se]
ui_charamake_parts.csv,basewear,1,No109520,Yukari Yakumo's Clothes T1/B [Se]
ui_charamake_parts.csv,basewear,1,No109521,Yukari Yakumo's Clothes T1/B2 [Se]
ui_charamake_parts.csv,basewear,1,No206220,Cyberknight T2-V2 [Ba]
ui_charamake_parts.csv,basewear,1,No206230,Cyberknight T2-V2/B [Ba]
ui_charamake_parts.csv,basewear,1,No206240,Cyberknight T2-V3 [Ba]
ui_charamake_parts.csv,basewear,1,No206250,Cyberknight T2-V3/B [Ba]
ui_charamake_parts.csv,basewear,1,No207880,Diri Actif T2-V4 [Ba]
ui_charamake_parts.csv,basewear,1,No207890,Diri Actif T2-V4/B [Ba]
ui_charamake_parts.csv,basewear,1,No208480,Anemos Albera T2-V4 [Ba]
ui_charamake_parts.csv,basewear,1,No208510,Anemos Albera T2-V4/B [Ba]
ui_charamake_parts.csv,basewear,1,No210610,Cherry Blossom Dress V2 [Ba]
ui_charamake_parts.csv,basewear,1,No210620,Cherry Blossom Dress V2/B [Ba]
ui_charamake_parts.csv,basewear,1,No210790,Narsikist T2-V2 [Ba]
ui_charamake_parts.csv,basewear,1,No210810,Narsikist T2-V2/B [Ba]
ui_charamake_parts.csv,basewear,1,No210820,Frilly Frische V2 [Se]
ui_charamake_parts.csv,basewear,1,No210840,Frilly Frische V2/B [Se]
ui_charamake_parts.csv,basewear,1,No211770,Pharogee Delipha V3 [Ba]
ui_charamake_parts.csv,basewear,1,No211790,Pharogee Delipha V4[Ba]
ui_charamake_parts.csv,basewear,1,No211930,N-Dominating Divinity T2 [Se]
ui_charamake_parts.csv,basewear,1,No212110,Pharogee Delipha V3/B [Ba]
ui_charamake_parts.csv,basewear,1,No212130,Pharogee Delipha V4/B [Ba]
ui_charamake_parts.csv,basewear,1,No212690,Bunk Mesher V2 [Ba]
ui_charamake_parts.csv,basewear,1,No212710,Bunk Mesher V2/B [Ba]
ui_charamake_parts.csv,basewear,1,No212750,Long Brutale T2-V3 [Ba]
ui_charamake_parts.csv,basewear,1,No212760,Long Brutale T2-V3/B [Ba]
ui_charamake_parts.csv,basewear,1,No212770,Long Brutale T2-V3/C [Ba]
ui_charamake_parts.csv,basewear,1,No212780,Long Brutale T2-V3/D [Ba]
ui_charamake_parts.csv,basewear,1,No212970,N-Dominating Divinity T2-V2 [Se]
ui_charamake_parts.csv,basewear,1,No212980,N-Dominating Divinity T2/B [Se]
ui_charamake_parts.csv,basewear,1,No212990,N-Dominating Divinity T2-V2/B [Se]
ui_charamake_parts.csv,basewear,1,No213050,Princess Vigis V2 [Se]
ui_charamake_parts.csv,basewear,1,No213070,Princess Vigis V2/B [Se]
ui_charamake_parts.csv,basewear,1,No213380,Vampiadora V2 [Ba]
ui_charamake_parts.csv,basewear,1,No213400,Vampiadora V2/B [Ba]
ui_charamake_parts.csv,basewear,1,No213670,To The Nines V2 [Se]
ui_charamake_parts.csv,basewear,1,No213690,To The Nines V2/B [Se]
ui_charamake_parts.csv,basewear,1,No213760,Cardigan Student/C [Ba]
ui_charamake_parts.csv,basewear,1,No213790,Cardigan Student V2/B [Ba]
ui_charamake_parts.csv,basewear,1,No214000,Bewitching Spectress V2 [Se]
ui_charamake_parts.csv,basewear,1,No214020,Bewitching Spectress V2/B [Se]
ui_charamake_parts.csv,basewear,1,No214240,Divine Brook V2 [Ba]
ui_charamake_parts.csv,basewear,1,No214250,Tsubakurame V2 [Ba]
ui_charamake_parts.csv,basewear,1,No214270,Tsubakurame V2/B [Ba]
ui_charamake_parts.csv,basewear,1,No216541,Luciada T2/2 [Se]
ui_charamake_parts.csv,basewear,1,No216542,Luciada T2/3 [Se]
ui_charamake_parts.csv,basewear,1,No216543,Luciada T2/4 [Se]
ui_charamake_parts.csv,basewear,1,No218560,Zundamon's Clothes T2 [Ba]
ui_charamake_parts.csv,basewear,1,No218760,N-Divine Queen T2 [Ba]
ui_charamake_parts.csv,basewear,1,No218761,N-Divine Queen T2/2 [Ba]
ui_charamake_parts.csv,basewear,1,No218770,Lahmina Nesso T2 [Ba]
ui_charamake_parts.csv,basewear,1,No218780,Zahir Rak T2 [Se]
ui_charamake_parts.csv,basewear,1,No218781,Zahir Rak T2/2 [Se]
ui_charamake_parts.csv,basewear,1,No218790,Salve Nata T2 [Se]
ui_charamake_parts.csv,basewear,1,No218791,Salve Nata T2/2 [Se]
ui_charamake_parts.csv,basewear,1,No218800,Umbrelysia T2 [Ba]
ui_charamake_parts.csv,basewear,1,No218801,Umbrelysia T2/2 [Ba]
ui_charamake_parts.csv,basewear,1,No218820,Lacets Lapine T2 [Ba]
ui_charamake_parts.csv,basewear,1,No218821,Lacets Lapine T2/2 [Ba]
ui_charamake_parts.csv,basewear,1,No218830,Relx Fit T2 [Ba]
ui_charamake_parts.csv,basewear,1,No218831,Relx Fit T2/2 [Ba]
ui_charamake_parts.csv,basewear,1,No218850,Ombre Nebya T2 [Ba]
ui_charamake_parts.csv,basewear,1,No218851,Ombre Nebya T2/2 [Ba]
ui_charamake_parts.csv,basewear,1,No218860,Papillien T2 [Ba]
ui_charamake_parts.csv,basewear,1,No218861,Papillien T2/2 [Ba]
ui_charamake_parts.csv,basewear,1,No218870,Relx Fit T2/B [Ba]
ui_charamake_parts.csv,basewear,1,No218880,Relx Fit T2-V2 [Ba]
ui_charamake_parts.csv,basewear,1,No218920,Lacets Lapine T2/B [Ba]
ui_charamake_parts.csv,basewear,1,No218930,Lacets Lapine T2-V2 [Ba]
ui_charamake_parts.csv,basewear,1,No218980,Alice Margatroid's Clothes T2 [Ba]
ui_charamake_parts.csv,basewear,1,No218981,Alice Margatroid's Clothes T2/2 [Ba]
ui_charamake_parts.csv,basewear,1,No218990,Youmu Konpaku's Clothes T2 [Ba]
ui_charamake_parts.csv,basewear,1,No218991,Youmu Konpaku's Clothes T2/2 [Ba]
ui_charamake_parts.csv,basewear,1,No219000,Yuyuko Saigyouji's Clothes T2 [Se]
ui_charamake_parts.csv,basewear,1,No219001,Yuyuko Saigyouji's Clothes T2/2 [Se]
ui_charamake_parts.csv,basewear,1,No219010,Yukari Yakumo's Clothes T2 [Se]
ui_charamake_parts.csv,basewear,1,No219011,Yukari Yakumo's Clothes T2/2 [Se]
ui_charamake_parts.csv,basewear,1,No219060,Zahir Rak T2/B [Se]
ui_charamake_parts.csv,basewear,1,No219061,Zahir Rak T2/B2 [Se]
ui_charamake_parts.csv,basewear,1,No219070,Zahir Rak T2-V2 [Ba]
ui_charamake_parts.csv,basewear,1,No219071,Zahir Rak T2-V2/2 [Ba]
ui_charamake_parts.csv,basewear,1,No219072,Zahir Rak T2-V2/3 [Ba]
ui_charamake_parts.csv,basewear,1,No219073,Zahir Rak T2-V2/4 [Ba]
ui_charamake_parts.csv,basewear,1,No219080,Ombre Nebya T2/B [Ba]
ui_charamake_parts.csv,basewear,1,No219081,Ombre Nebya T2/B2 [Ba]
ui_charamake_parts.csv,basewear,1,No219090,Lahmina Nesso T2/B [Ba]
ui_charamake_parts.csv,basewear,1,No219091,Lahmina Nesso T2/B2 [Ba]
ui_charamake_parts.csv,basewear,1,No219100,Lahmina Nesso T2-V2 [Ba]
ui_charamake_parts.csv,basewear,1,No219110,Salve Nata T2/B [Se]
ui_charamake_parts.csv,basewear,1,No219111,Salve Nata T2/B2 [Se]
ui_charamake_parts.csv,basewear,1,No219120,Umbrelysia T2-V2 [Ba]
ui_charamake_parts.csv,basewear,1,No219130,Umbrelysia T2/B [Ba]
ui_charamake_parts.csv,basewear,1,No219140,Alice Margatroid's Clothes T2/B [Ba]
ui_charamake_parts.csv,basewear,1,No219141,Alice Margatroid's Clothes T2/B2 [Ba]
ui_charamake_parts.csv,basewear,1,No219150,Youmu Konpaku's Clothes T2/B [Ba]
ui_charamake_parts.csv,basewear,1,No219151,Youmu Konpaku's Clothes T2/B2 [Ba]
ui_charamake_parts.csv,basewear,1,No219160,Yuyuko Saigyouji's Clothes T2/B [Se]
ui_charamake_parts.csv,basewear,1,No219161,Yuyuko Saigyouji's Clothes T2/B2 [Se]
ui_charamake_parts.csv,basewear,1,No219170,Yukari Yakumo's Clothes T2/B [Se]
ui_charamake_parts.csv,basewear,1,No219171,Yukari Yakumo's Clothes T2/B2 [Se]
ui_charamake_parts.csv,basewear,1,No219310,N-Divine Queen T2/B [Ba]
ui_charamake_parts.csv,basewear,1,No219311,N-Divine Queen T2/B2 [Ba]
ui_charamake_parts.csv,basewear,1,No219320,Papillien T2/B [Ba]
ui_charamake_parts.csv,basewear,1,No219321,Papillien T2/B2 [Ba]
ui_charamake_parts.csv,basewear,1,No500610,Crawford Maneque [To]
