qst_1900122067.text was created: 04-07-2026 10:44:43
Filesize is: 9504 bytes

MainText
Group 0
quize18_correct - <red>ドライゼンプラント：第２<c>でした！<br>正解おめでとうございます！<br>正解数+１です！
quize18_incorrect - <red>ドライゼンプラント：第２<c>でした！<br>く～ぅ、残念！！
quize19_select1 - フェルーサ岩稜：第１
quize19_select2 - ドライゼンプラント：第１
quize19_select3 - フェルーサ岩稜：第２
quize19_select4 - ノイゼンプラント
quize19_correct - <red>フェルーサ岩稜：第１<c>でした！<br>正解おめでとうございます！<br>正解数+１です！
quize19_incorrect - <red>フェルーサ岩稜：第１<c>でした！<br>く～ぅ、残念！！
quize20_select1 - フェルーサ岩稜：第１
quize20_select2 - ドライゼンプラント：第１
quize20_select3 - フェルーサ岩稜：第２
quize20_select4 - ノイゼンプラント
quize20_correct - <red>フェルーサ岩稜：第１<c>でした！<br>正解おめでとうございます！<br>正解数+１です！
quize20_incorrect - <red>フェルーサ岩稜：第１<c>でした！<br>く～ぅ、残念！！

Group 1


