ui_equip.text was created: 04-07-2026 7:34:31
Filesize is: 12576 bytes

Accessories
Group 0
Title_BodyPaint - Body Paint List
Title_Body - Body List
Title_Arm - Arms List
Title_Leg - Legs List
Title_Costume - Outfits List
Title_Outer - Outerwear List
Title_Base - Basewear List
Title_Inner - Innerwear List
NoMessage - No Items
FashionTab_All - All
FashionTab_Favorite - Favorites
NoItemMsg - None
NoOuterItemMsg - No Outerwear
InvalidHyphen - -
Body_Name1 - Body Paint 1
Body_Name2 - Body Paint 2
Body_FormTitle - BODY PAINT
Body_List_FormTitle - BODY PAINT LIST
NoAccessoriesMessage - No Body Paint
Remove - Remove
Favorite_Add - Register to Favorites
Favorite_Delete - Delete from Favorites
Body_display_1 - Priority 1
Body_display_2 - Priority 2
Body_display_3 - Priority 3
MoveMotion_1 - Bipedal Walk
MoveMotion_2 - Hover
Fashion_OtherFashion - Bookmarks
PageSwitch_PC - <%NextTabDetails> to Switch
PageSwitch_Vita - Switch <pict Sign_TRIANGLE>
Error_Title - Error
Error_ImproperData_LoadMyFashion - Could not apply due to an issue with the save data.<br><br>Either edit the corresponding Salon Data, save over existing<br>data with other data, or delete the data.
Error_ImproperData_SaveMyFashion - Could not save Ensembles due to an issue with current<br>appearance data.<br><br>Apply other data, or make edits at the Salon.
FashionTab_New_Base - N- Basewear
FashionTab_Base - Basewear
FashionTab_New_Inner - N- Innerwear
FashionTab_Inner - Innerwear
Fashion_Incompatible - Not Supported
FashionTab_New_Body - N-Body
FashionTab_Body - Body
FashionTab_New_Arms - N-Arms
FashionTab_Arms - Arms
FashionTab_New_Legs - N-Legs
FashionTab_Legs - Legs
FashionTab_New_Outer - N-Outerwear
FashionTab_Outer - Outerwear


FashionCat
Group 0
TopMenuTitle - コーデカタログ
TopMenuItem_Ranking - みんなのコーデを見る
TopMenuItem_Search - みんなのコーデから検索
TopMenuItem_Posting - 自分のコーデを登録
TopMenuItem_Confirm - 登録中のコーデを確認
TopMenuItem_ConfirmNiceCnt - 登録中のコーデを確認 ($(0))
TopMenuItem_ConfirmNiceCntStop - 登録中のコーデを確認 (99+)
TopMenuItem_Release - 登録を取り下げる
TopMenuItem_Back - 戻る
TitleProfile - コーデ情報
LikeButton - いいね！
RegistButton - ブックマークに登録
BackButton - 戻る

Group 1
TopMenuTitle - LOOKBOOK
TopMenuItem_Ranking - View Player Looks
TopMenuItem_Search - Search Player Looks
TopMenuItem_Posting - Register Looks
TopMenuItem_Confirm - Confirm Registered Looks
TopMenuItem_ConfirmNiceCnt - Confirm Registered Looks ($(0))
TopMenuItem_ConfirmNiceCntStop - Confirm Registered Looks (99+)
TopMenuItem_Release - Remove Registration
TopMenuItem_Back - Back
TitleProfile - LOOK INFORMATION
LikeButton - Like
RegistButton - Add Bookmark
BackButton - Back


Common
Group 0

Group 1


Palette
Group 0

Group 1


